time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
21.461074,-0.503816,-0.030420,0.019056
21.511094,-0.265636,0.066341,0.184893
21.521078,-0.165266,0.037111,0.246149
21.571117,-0.309382,-0.206496,0.160655
21.601130,-0.538740,-0.258265,0.055213
21.631140,-0.655705,-0.020355,0.010558
21.661153,-0.694605,-0.081112,-0.217124
21.691165,-0.635384,0.253632,-0.262975
21.721176,-0.520442,0.320769,-0.294566
21.751188,-0.399998,0.102989,-0.382465
21.781199,-0.199753,-0.028302,-0.096466
21.841222,-0.248891,0.076128,0.106398
21.871233,-0.277481,0.029946,-0.094416
21.901234,-0.413711,0.055107,-0.180248
21.931233,-0.248835,-0.014916,-0.080324
21.961262,-0.218305,-0.060997,0.158134
21.991261,-0.178232,0.061793,0.160451
22.021290,-0.348387,-0.019639,-0.010340
22.061303,-0.336662,-0.106190,0.005089
22.091320,-0.330239,0.024874,-0.128601
22.121324,-0.358272,0.067142,0.101851
22.171343,-0.349181,0.067583,0.146534
22.201353,-0.594521,0.032794,0.041388
22.231365,-0.402914,-0.010562,0.220531
22.261376,-0.406658,-0.057376,0.283468
22.291389,-0.522367,-0.012387,0.161869
22.331374,-0.541939,0.210748,-0.146680
22.351412,-0.487222,0.044413,-0.059299
22.401431,-0.314203,-0.073782,-0.015555
22.441426,-0.314995,-0.095424,-0.137188
22.471453,-0.419704,-0.095410,-0.385092
22.501457,-0.355870,-0.034899,-0.204177
22.531461,-0.168041,-0.104164,0.137189
22.561489,-0.121017,-0.054601,0.402958
22.591506,-0.219283,-0.061767,0.351665
22.621517,-0.332840,-0.045615,0.233790
22.651524,-0.422364,0.091594,0.228778
22.691545,-0.571710,0.092084,-0.421150
22.721549,-0.671452,0.205219,-0.459585
22.751568,-0.610785,0.209484,-0.369043
22.801587,-0.156486,0.103698,0.003862
22.831598,0.033016,-0.134982,0.123029
22.861611,0.209303,-0.099613,0.024988
22.891623,0.475249,0.027692,-0.130801
22.921635,0.279462,0.030657,-0.106515
22.961623,0.406530,-0.137079,-0.329601
22.991655,0.754203,-0.219471,-0.128665
23.041680,0.792564,-0.080940,0.032394
23.071693,0.835859,-0.021208,0.045246
23.101705,0.976341,-0.076930,0.036936
23.131716,0.947989,-0.055186,0.000084
23.161728,0.797085,0.067108,-0.025480
23.191738,0.678850,0.174822,0.078464
23.221721,0.747554,0.408303,-0.038371
23.251750,0.506962,0.321379,-0.078543
23.291778,0.477008,0.253548,-0.044738
23.321791,0.377968,0.075168,0.014591
23.351803,0.537159,0.250031,-0.004322
23.381814,0.630646,0.277192,-0.007965
23.431805,0.731021,0.267043,-0.152664
23.461833,0.628744,0.201539,-0.012556
23.491832,0.901422,0.254677,0.015330
23.521868,1.092587,0.258023,-0.075842
23.561885,1.317056,0.243231,-0.298113
23.591896,1.076966,0.191887,-0.292961
23.621908,0.686259,-0.011082,-0.180191
23.651917,0.620945,-0.061755,-0.021687
23.701938,0.452606,-0.000072,0.006907
23.731950,0.168654,-0.068095,0.043602
23.761961,0.326013,-0.077911,0.037223
23.791974,0.485664,-0.069290,0.010983
23.821984,0.629704,-0.234038,0.092116
23.851997,0.479501,-0.293689,0.039793
23.882008,0.448370,-0.200322,-0.152063
23.932031,-0.176937,-0.512129,-0.038388
23.952037,-0.107041,-0.498224,-0.018907
24.002025,0.571720,-0.251848,0.052372
24.012060,0.656439,-0.194083,0.067364
24.062053,-0.126410,-0.335414,0.069156
24.102095,-0.137351,-0.330566,0.097945
24.122081,-0.359846,-0.445617,0.161492
24.162119,-0.348711,-0.642137,0.256772
24.192130,-0.896629,-0.813422,0.055167
24.232146,-1.752828,-0.835062,-0.268454
24.252153,-1.886277,-0.881076,-0.300300
24.302164,-1.449664,-0.915170,0.121765
24.312174,-1.341622,-0.714010,0.110722
24.362196,0.214920,-0.189832,-0.286135
24.392207,0.892260,-0.070662,-0.052376
24.422220,0.755510,0.097747,-0.019645
24.452230,0.533762,0.123916,-0.057703
24.482243,0.053257,0.102072,-0.034208
24.532264,0.324344,0.170940,-0.060268
24.572278,0.691993,0.671234,-0.167568
24.602289,1.229212,1.067923,-0.209590
24.632274,1.231570,0.953973,-0.005386
24.662295,0.821005,0.520733,0.025473
24.702329,0.078772,0.104977,0.064776
24.732341,1.139338,0.319407,0.112514
24.762352,2.052696,0.632267,0.091713
24.792364,1.439060,0.464294,0.075131
24.832375,1.385597,0.333485,0.034366
24.852388,1.339917,0.247695,0.051869
24.902385,1.255034,0.192905,0.051820
24.932414,1.475104,0.081776,0.065974
24.962413,0.980274,-0.003543,0.051058
25.002425,1.499436,0.252291,-0.061649
25.032456,1.780174,0.465762,-0.127562
25.062444,1.541424,0.550691,-0.178379
25.102487,1.010204,0.072628,-0.183583
25.132498,0.496144,-0.383729,-0.208571
25.162509,0.852107,-0.248313,-0.236492
25.202524,1.617490,0.128713,-0.245645
25.232535,1.552883,0.016372,-0.241416
25.262548,1.897289,0.058841,-0.261499
25.292557,2.652801,0.175222,-0.386080
25.322563,3.076145,0.363563,-0.366153
25.352580,1.422678,0.009594,-0.186394
25.392598,0.920709,-0.225741,-0.297675
25.422609,2.078158,-0.309888,-0.504190
25.452620,0.617065,-0.566408,-0.148001
25.502640,1.773356,-0.588461,-0.157696
25.532652,1.378243,-0.564234,0.020950
25.562665,2.113385,-0.529960,0.032011
25.592676,1.599271,-0.263424,0.156509
25.622688,2.147854,-0.090303,0.093352
25.652699,2.253239,-0.115212,0.081317
25.682711,1.339241,0.094365,0.250024
25.742734,2.043237,0.434887,0.024246
25.772747,1.277173,0.402455,0.022754
25.802757,1.262617,0.347651,-0.096319
25.832770,1.355438,0.148562,-0.088194
25.862781,0.714061,-0.077477,-0.081422
25.922805,0.020058,-0.642379,-0.250065
25.922805,0.020058,-0.642379,-0.250065
25.952814,0.018346,-0.786675,-0.157025
25.992833,0.021308,-0.578174,0.020175
26.022845,0.059282,-0.401420,-0.092428
26.052856,0.047767,-0.355667,-0.018218
26.102855,-0.004157,-0.280192,0.052241
26.132865,0.014425,-0.213035,-0.011366
26.162898,0.016944,-0.017120,0.009274
26.192911,0.022037,0.039295,0.017767
26.222922,0.001751,0.022569,0.131223
26.262938,0.016225,0.179335,0.135201
26.292945,0.236523,0.104022,0.321232
26.332947,0.240603,0.167990,0.323482
26.372966,-0.142727,0.145334,0.503402
26.402987,0.581316,0.179952,0.559121
26.432995,0.206194,0.184993,0.458814
26.462994,-0.124867,0.155018,0.218599
26.493023,0.372342,0.118117,0.135548
26.523040,1.339168,0.188042,-0.166177
26.553051,2.654052,0.284072,-1.031702
26.583063,-0.008908,0.519485,-1.081497
26.633075,-0.040745,-0.015434,-0.264067
26.653091,0.042276,0.033301,-0.287528
26.683103,0.588421,0.005015,-0.075790
26.733108,0.574477,0.188964,0.097746
26.763125,0.622251,0.402660,0.155988
26.793132,1.263921,0.244852,0.003873
26.823131,1.567495,0.107630,-0.135495
26.853168,1.254319,-0.042158,-0.131185
26.893179,1.627876,-0.467494,-0.092886
26.923197,2.032636,-0.659786,0.059293
26.953203,1.829223,-0.665241,0.002593
27.003226,1.921641,-0.605631,0.395149
27.033240,1.957428,-0.738350,0.154526
27.063251,1.416385,-0.520790,0.122825
27.093262,1.067667,-0.342348,0.201222
27.133261,1.157317,0.214265,0.445575
27.163273,1.144462,0.437032,0.306114
27.183280,0.889465,0.390296,0.212433
27.233302,1.312934,0.217274,-0.203951
27.253307,1.400082,0.332997,0.071595
27.303306,1.087757,0.316201,0.167693
27.333336,1.467515,0.395180,0.213197
27.343343,1.425373,0.449431,0.066333
27.393334,1.218475,0.246757,-0.422585
27.433376,0.527410,-0.063675,-0.421686
27.453386,-0.085974,-0.028715,-0.103785
27.493399,-0.439749,-0.165178,0.421811
27.523408,-1.075259,-0.494803,0.297997
27.573432,-1.009842,-0.507915,-0.158386
27.583433,-0.477080,-0.244205,-0.151826
27.633455,-0.127417,-0.131363,-0.383290
27.663445,-0.069022,-0.116434,-0.079864
27.693479,0.079096,-0.135906,-0.014118
27.723491,0.756601,-0.186349,-0.061053
27.753502,0.816217,-0.222468,-0.264769
27.783514,0.871592,-0.223730,-0.376389
27.833536,0.917115,-0.159118,-0.475105
27.853543,0.870303,-0.414830,0.492099
27.903561,0.214159,-0.135103,-0.024581
27.933570,0.039136,0.015610,-0.388886
27.963557,0.512992,-0.136286,-0.348604
27.993584,0.182062,0.030186,0.463368
28.033614,0.243515,-0.033156,0.796189
28.053612,0.295773,-0.067239,0.383004
28.093638,0.337083,0.004895,0.279105
28.143644,0.099668,0.117149,0.397883
28.173638,0.143288,0.079620,-0.001551
28.183673,0.140098,0.089231,-0.003504
28.233691,0.083960,0.174290,0.564818
28.263702,0.054687,0.173581,0.318052
28.293715,0.220551,0.222286,-0.104104
28.323726,0.148609,0.275626,0.156278
28.363732,0.030024,0.288249,0.414790
28.383749,-0.168857,0.030728,0.386401
28.423764,0.090257,-0.162541,0.343782
28.473784,0.443482,0.075660,-0.353274
28.503793,0.855464,0.239879,-0.862337
28.533808,0.843659,0.179928,-0.636946
28.563820,0.559147,-0.129949,0.310901
28.603837,0.485902,-0.049066,0.084734
28.623823,0.677536,0.066033,-0.276612
28.653844,1.176582,0.189211,-0.367336
28.683861,0.947349,-0.065621,0.767696
28.723884,1.040278,0.321439,-0.268276
28.773902,0.942749,0.180783,-0.662337
28.803915,1.014295,0.188853,-0.395181
28.833925,1.615071,-0.047617,-0.078757
28.863938,1.414742,-0.149309,0.096724
28.893949,0.296590,-0.213011,-0.065272
28.923961,1.056845,-0.235508,0.397795
28.963955,0.489038,-0.139101,-0.595403
28.993985,0.632859,-0.133611,-0.631291
29.023988,0.433485,0.063334,0.395150
29.074013,0.649767,0.232999,1.310972
29.104010,0.661475,0.315430,0.083171
29.134026,0.872690,0.314729,-0.799254
29.164054,0.894505,0.300656,-0.849470
29.194067,0.456735,0.208766,0.375533
29.224078,0.827080,0.085373,1.256341
29.264095,1.110172,0.237173,-0.529233
29.284081,0.784822,0.096081,-0.682166
29.324118,0.449474,-0.137578,-0.069017
29.374108,1.070979,0.157915,-0.020292
29.404132,0.836882,0.166929,-0.696747
29.434136,0.462357,-0.036059,-0.506327
29.464173,0.364759,-0.144686,0.307212
29.494185,0.532770,0.155772,0.734086
29.524196,0.437366,0.139565,-0.492474
29.554207,0.410207,-0.027239,-0.399880
29.584219,0.463295,-0.009929,-0.399498
29.634241,0.788965,0.227649,0.004065
29.674248,0.459142,-0.010252,-0.308053
29.704267,0.476917,-0.110077,-0.258833
29.734278,0.526724,-0.077937,-0.252863
29.764290,0.403678,-0.067669,0.730868
29.794301,0.669364,-0.235056,-0.040787
29.824314,0.567242,-0.266729,-0.023413
29.854326,0.517857,-0.258055,0.022418
29.884336,0.357360,-0.278583,0.131386
29.924354,0.117923,-0.161468,0.138590
29.974359,0.074012,-0.031201,0.042047
30.004357,0.116677,0.007747,0.018358
30.034386,0.128355,0.012067,0.018451
30.044401,0.122931,0.016162,0.028092
30.094419,0.042322,0.090882,-0.002524
30.124431,0.151982,0.064959,-0.016700
30.154443,0.131869,0.066041,-0.024148
30.194455,0.098549,0.028967,0.019792
30.234476,0.190315,0.073814,-0.026063
30.264489,0.180716,0.052319,-0.017964
30.294499,0.176528,0.058807,-0.025293
30.324511,0.309513,0.022223,-0.032195
30.364525,0.638837,-0.009049,-0.117465
30.394537,0.517530,0.081069,-0.121257
30.424549,0.322964,0.095592,-0.013808
30.464566,0.754013,0.000649,-0.158626
30.494577,0.613395,0.037028,0.571404
30.534593,0.755337,-0.051838,-0.071329
30.564576,0.524061,0.019009,0.179620
30.604608,0.830351,-0.124662,0.186892
30.624605,0.639703,-0.002355,0.503710
30.664635,0.549468,-0.020773,-0.003998
30.694628,0.557424,-0.001628,0.144184
30.724651,0.661629,0.071093,0.021227
30.754678,0.663113,0.156847,0.063225
30.794695,0.399224,0.016875,-0.073664
30.834687,0.635160,0.061107,-0.388414
30.864723,0.503109,-0.098531,-0.024631
30.894736,0.584038,-0.030058,-0.156201
30.924747,0.445729,-0.076337,-0.029605
30.964761,0.314370,-0.139511,-0.043713
30.994772,0.288470,-0.093125,-0.026908
31.024773,0.050716,-0.032266,0.034556
31.064800,0.075665,0.081540,0.062212
31.094813,0.155589,0.174256,0.020418
31.134810,0.140287,0.236700,0.047077
31.154836,0.194530,0.234890,0.042853
31.204847,0.036391,0.176632,0.037338
31.234857,0.013430,0.059430,0.023447
31.264873,0.027749,0.005654,-0.012624
31.304896,0.022628,-0.021914,-0.024838
31.334907,0.015206,-0.028345,-0.024966
31.364919,0.036665,-0.021528,-0.046083
31.394931,0.105684,-0.023411,-0.040721
31.434937,0.024242,0.007323,0.017179
31.464936,0.081754,0.053789,-0.005291
31.494965,0.048588,0.062939,0.013982
31.524964,0.033671,0.074579,0.015243
31.554994,0.019851,0.068085,0.017234
31.595008,0.049827,0.059985,-0.002023
31.625019,0.042564,0.075178,-0.021956
31.655032,0.024525,0.029124,-0.014321
31.695034,0.019340,-0.013512,-0.017242
31.735065,0.019288,-0.010378,-0.012931
31.765077,0.019181,0.005517,-0.006256
31.795089,0.023400,0.026891,-0.007983
31.835102,0.024345,0.047055,-0.001229
31.865097,0.031816,0.061045,-0.007342
31.895125,0.033882,0.062042,-0.002004
31.935143,0.024295,0.049123,0.003063
31.955132,0.049863,0.036500,-0.000330
31.985132,0.028579,0.053472,-0.001105
32.025175,0.044576,0.066468,-0.009354
32.075196,0.075378,0.071945,-0.009216
32.105209,0.105096,0.085946,-0.008923
32.135209,0.078493,0.069716,-0.001810
32.155218,0.078523,0.062270,-0.003011
32.195232,0.060463,0.051491,-0.001104
32.225244,0.039322,0.042990,-0.009794
32.255256,0.019110,0.020394,-0.002791
32.295267,0.018234,-0.009301,-0.013975
32.335290,0.017223,-0.016720,-0.017304
32.365301,0.020389,0.005730,-0.020076
32.395313,0.019296,0.008891,-0.017892
32.435327,0.025628,0.017418,-0.015600
32.465339,0.020282,-0.000842,-0.008499
32.495351,0.018198,-0.004002,-0.011751
32.525360,0.022403,0.014141,-0.011410
32.575368,0.019164,0.003353,-0.004169
32.595391,0.021298,0.013006,-0.007179
32.635396,0.023369,0.048244,-0.009715
32.675397,0.034062,0.044110,-0.015096
32.705427,0.059712,0.020906,-0.024003
32.735445,0.026637,-0.024377,-0.001483
32.765457,0.021357,-0.051102,0.001207
32.795468,0.020373,-0.055275,-0.005252
32.825480,0.021441,-0.053122,-0.006274
32.855492,0.023616,-0.036993,-0.014481
32.895493,0.019290,-0.056378,-0.003147
32.935525,0.022349,-0.018033,0.000756
32.965537,0.022291,0.013981,-0.000779
32.995548,0.021208,0.026785,-0.001607
33.025561,0.022217,0.043831,-0.000227
33.065574,0.020056,0.049119,0.001995
33.095583,0.024352,0.062044,-0.005205
33.125594,0.017959,0.028822,0.003744
33.165615,0.017099,-0.025457,-0.003641
33.195627,0.018185,-0.021139,-0.006750
33.225639,0.019282,-0.008246,-0.012891
33.265633,0.020445,-0.012377,-0.021474
33.295669,0.018310,-0.026310,-0.017480
33.325662,0.016063,-0.013655,-0.008741
33.365670,0.023508,0.019556,-0.016626
33.395702,0.022362,0.021571,-0.009146
33.435721,0.020301,0.000256,-0.010606
33.465732,0.036004,-0.008564,0.013708
33.495744,1.112043,0.698484,-0.001742
33.525743,0.668360,0.905242,0.006881
33.565772,0.219413,0.240545,0.100413
33.595784,0.035449,-0.090225,-0.016515
33.635798,-0.070412,-0.410678,-0.085306
33.665810,0.140350,-0.381335,-0.125993
33.695793,0.747434,-0.370472,-0.159115
33.725834,0.857555,-0.425066,-0.110014
33.765850,-0.246712,-0.078474,0.034419
33.795863,0.035672,-0.028297,0.049500
33.825874,0.472733,0.258842,-0.043582
33.865883,0.221367,-0.186750,0.008503
33.895894,-0.084153,-0.742741,0.080816
33.935895,0.067581,-0.922694,0.040445
33.955922,0.031927,-1.042456,0.122201
33.995927,-0.092339,-1.160909,0.444216
34.025924,0.079181,-1.078782,0.284291
34.055949,0.260676,-0.824841,0.047796
34.095963,0.606048,-0.637445,0.105899
34.135997,0.704142,-0.311337,0.506580
34.166008,0.469724,-0.510855,0.510062
34.196020,0.587695,-0.289869,0.460050
34.226031,0.612505,0.084604,0.242616
34.256043,0.457103,-0.088315,0.204144
34.296057,0.361578,-0.410905,0.566019
34.326069,0.488441,-0.319843,0.507235
34.356079,0.264522,-0.011488,0.210657
34.396098,0.350342,0.416066,0.242058
34.426109,0.122671,0.211760,0.211429
34.466126,0.204901,0.160312,0.183988
34.496135,0.137831,-0.083230,0.047540
34.526124,0.082123,-0.123909,-0.102159
34.556142,0.113860,0.313174,-0.083406
34.596160,0.174792,-0.001186,-0.149764
34.636192,0.282283,-0.042603,-0.055758
34.666204,0.312493,0.124832,0.166442
34.696216,0.376745,0.082347,0.531556
34.726228,0.426557,0.337027,0.488468
34.766244,0.573796,0.036253,0.396939
34.796256,0.666690,-0.523094,0.678089
34.826268,0.804638,-1.166951,0.635506
34.856279,0.628086,-1.311826,0.782567
34.896293,0.498266,-0.424271,0.505315
34.926303,1.189579,-0.123631,1.087002
34.966294,0.922895,-0.322159,1.227649
34.986324,0.394470,-0.755315,0.645829
35.026346,0.316062,-1.085072,0.495012
35.066335,1.314403,-0.968440,0.217583
35.096364,3.593739,-0.490233,0.415183
35.136387,4.867651,0.657691,-0.422434
35.156381,-1.265914,-0.034093,-0.263712
35.196393,0.600673,0.164324,0.540776
35.236428,-0.350022,-0.501827,-0.354241
35.256435,1.039526,-0.580281,0.201044
35.296452,1.151271,0.032828,0.453911
35.326464,0.934349,0.305099,0.005666
35.366469,1.001018,0.473805,0.297056
35.396492,0.891446,0.618792,0.478267
35.426494,1.157730,0.745251,0.592577
35.456502,0.965959,0.884476,0.206771
35.486526,0.543104,0.713066,0.338167
35.526541,0.586237,0.379115,0.150194
35.566558,0.151343,-0.080570,-0.125736
35.596554,0.266236,-0.011623,0.148977
35.626574,0.321745,-0.199737,0.266796
35.666598,0.707891,-0.850285,-0.032975
35.696609,0.575322,-1.173910,0.315014
35.726621,1.078455,-1.290597,0.292174
35.756634,0.013871,-0.842281,0.279017
35.796647,0.005796,-0.919738,-0.247765
35.826659,-0.018178,-0.501314,-0.282595
